76529 0.05 0.05 125.994 -10 -10
-9.1 -3.3 1.61779e-06
-9.1 -3.25 1.79396e-06
-9.1 -3.2 1.97028e-06
-9.1 -3.15 2.14327e-06
-9.1 -3.1 2.30911e-06
-9.1 -3.05 2.464e-06
-9.1 -3 2.60412e-06
-9.1 -2.95 2.72588e-06
-9.1 -2.9 2.82604e-06
-9.1 -2.85 2.90184e-06
-9.1 -2.8 2.95118e-06
-9.1 -2.75 2.97265e-06
-9.1 -2.7 2.96566e-06
-9.1 -2.65 2.93036e-06
-9.1 -2.6 2.8678e-06
-9.1 -2.55 2.77971e-06
-9.1 -2.5 2.66856e-06
-9.05 -3.55 1.3336e-06
-9.05 -3.5 1.55165e-06
-9.05 -3.45 1.78805e-06
-9.05 -3.4 2.04078e-06
-9.05 -3.35 2.30693e-06
-9.05 -3.3 2.58287e-06
-9.05 -3.25 2.86416e-06
-9.05 -3.2 3.14568e-06
-9.05 -3.15 3.42181e-06
-9.05 -3.1 3.68657e-06
-9.05 -3.05 3.93385e-06
-9.05 -3 4.15756e-06
-9.05 -2.95 4.35198e-06
-9.05 -2.9 4.51187e-06
-9.05 -2.85 4.63294e-06
-9.05 -2.8 4.71171e-06
-9.05 -2.75 4.746e-06
-9.05 -2.7 4.73481e-06
-9.05 -2.65 4.67844e-06
-9.05 -2.6 4.57856e-06
-9.05 -2.55 4.43794e-06
-9.05 -2.5 4.26047e-06
-9.05 -2.45 4.05097e-06
-9.05 -2.4 3.81493e-06
-9.05 -2.35 3.55829e-06
-9.05 -2.3 3.28717e-06
-9 -3.65 1.51349e-06
-9 -3.6 1.79512e-06
-9 -3.55 2.1088e-06
-9 -3.5 2.45356e-06
-9 -3.45 2.8274e-06
-9 -3.4 3.22703e-06
-9 -3.35 3.64788e-06
-9 -3.3 4.08422e-06
-9 -3.25 4.52894e-06
-9 -3.2 4.97411e-06
-9 -3.15 5.41079e-06
-9 -3.1 5.82946e-06
-9 -3.05 6.22047e-06
-9 -3 6.57419e-06
-9 -2.95 6.88154e-06
-9 -2.9 7.13452e-06
-9 -2.85 7.32584e-06
-9 -2.8 7.45043e-06
-9 -2.75 7.50468e-06
-9 -2.7 7.48696e-06
-9 -2.65 7.39789e-06
-9 -2.6 7.23985e-06
-9 -2.55 7.01748e-06
-9 -2.5 6.73695e-06
-9 -2.45 6.40567e-06
-9 -2.4 6.03247e-06
-9 -2.35 5.62663e-06
-9 -2.3 5.19789e-06
-9 -2.25 4.75594e-06
-9 -2.2 4.30986e-06
-9 -2.15 3.86828e-06
-9 -2.1 3.43877e-06
-8.95 -3.75 1.63707e-06
-8.95 -3.7 1.97936e-06
-8.95 -3.65 2.37035e-06
-8.95 -3.6 2.81143e-06
-8.95 -3.55 3.30266e-06
-8.95 -3.5 3.84264e-06
-8.95 -3.45 4.42811e-06
-8.95 -3.4 5.05398e-06
-8.95 -3.35 5.71313e-06
-8.95 -3.3 6.39642e-06
-8.95 -3.25 7.093e-06
-8.95 -3.2 7.7902e-06
-8.95 -3.15 8.47407e-06
-8.95 -3.1 9.12972e-06
-8.95 -3.05 9.74215e-06
-8.95 -3 1.02962e-05
-8.95 -2.95 1.07775e-05
-8.95 -2.9 1.11736e-05
-8.95 -2.85 1.14734e-05
-8.95 -2.8 1.16684e-05
-8.95 -2.75 1.17534e-05
-8.95 -2.7 1.17257e-05
-8.95 -2.65 1.15861e-05
-8.95 -2.6 1.13386e-05
-8.95 -2.55 1.09904e-05
-8.95 -2.5 1.05509e-05
-8.95 -2.45 1.00322e-05
-8.95 -2.4 9.44765e-06
-8.95 -2.35 8.81208e-06
-8.95 -2.3 8.14059e-06
-8.95 -2.25 7.44847e-06
-8.95 -2.2 6.74983e-06
-8.95 -2.15 6.05832e-06
-8.95 -2.1 5.38563e-06
-8.95 -2.05 4.74181e-06
-8.95 -2 4.13505e-06
-8.9 -3.85 1.68765e-06
-8.9 -3.8 2.08011e-06
-8.9 -3.75 2.53937e-06
-8.9 -3.7 3.07033e-06
-8.9 -3.65 3.67682e-06
-8.9 -3.6 4.36099e-06
-8.9 -3.55 5.12292e-06
-8.9 -3.5 5.96056e-06
-8.9 -3.45 6.86872e-06
-8.9 -3.4 7.83954e-06
-8.9 -3.35 8.86194e-06
-8.9 -3.3 9.92189e-06
-8.9 -3.25 1.10024e-05
-8.9 -3.2 1.20839e-05
-8.9 -3.15 1.31446e-05
-8.9 -3.1 1.41617e-05
-8.9 -3.05 1.51116e-05
-8.9 -3 1.5971e-05
-8.9 -2.95 1.67178e-05
-8.9 -2.9 1.7332e-05
-8.9 -2.85 1.77971e-05
-8.9 -2.8 1.80997e-05
-8.9 -2.75 1.82315e-05
-8.9 -2.7 1.81885e-05
-8.9 -2.65 1.79719e-05
-8.9 -2.6 1.75881e-05
-8.9 -2.55 1.7048e-05
-8.9 -2.5 1.63662e-05
-8.9 -2.45 1.55615e-05
-8.9 -2.4 1.46548e-05
-8.9 -2.35 1.36689e-05
-8.9 -2.3 1.26273e-05
-8.9 -2.25 1.15538e-05
-8.9 -2.2 1.04701e-05
-8.9 -2.15 9.39747e-06
-8.9 -2.1 8.35401e-06
-8.9 -2.05 7.3553e-06
-8.9 -2 6.41415e-06
-8.9 -1.95 5.53983e-06
-8.9 -1.9 6.11585e-06
-8.9 -1.85 5.66838e-06
-8.9 2.8 3.41656e-07
-8.9 2.85 3.4394e-07
-8.9 2.9 3.42926e-07
-8.9 2.95 3.38642e-07
-8.9 3 3.31218e-07
-8.9 3.05 3.20857e-07
-8.9 3.1 3.07845e-07
-8.9 3.15 2.92538e-07
-8.9 3.2 2.75331e-07
-8.9 3.25 2.56657e-07
-8.9 3.3 2.36958e-07
